npe,lnpe,top2disparity,inter_sample,answer_total,answer_aleatoric,answer_epistemic,correctness_total,correctness_aleatoric,correctness_epistemic,verb_confidence,verb_predict_acc,correct_ratio
20.464456299563814,0.15364422187887075,-5.644656792205115,0.4020796108510239,2.1580570262626586,0.9548339177145447,1.203223108548114,0.0,0.0,0.0,0.8,0.2,0.0
25.30702819388457,0.12493389014245918,-5.996147013669303,0.5973271850919818,1.3558310101212372,0.7331442862160541,0.6226867239051831,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.98,0.04,0.02
14.154344670003653,0.08735273737766455,-7.223053779181992,1.0,0.6211884030780175,0.3521928094887362,0.26899559358928127,0.4689955935892812,0.2,0.2689955935892812,0.92,0.86,0.9
23.1878191084195,0.16591847930828066,-5.278209225776126,0.5946800042598005,1.7890292881602587,1.1228231553233348,0.666206132836924,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.76,0.26,0.02
23.28240397564528,0.13112435172164047,-6.3151452636351895,0.1994491431622135,2.7615101887362594,1.0947631661615376,1.6667470225747218,0.24229218908241482,0.1875982374357125,0.05469395164670232,0.96,0.08,0.04
14.837245816731379,0.12618825279608697,-6.211685426077568,0.5992106039467145,2.6780079161074397,1.9146375353553566,0.7633703807520831,0.7950402793845223,0.7530186554098733,0.042021623974648925,0.84,0.32,0.24
22.56670504352179,0.14401334121183124,-5.814871387071985,0.6018414475176339,1.5553362134321411,0.7327691583428105,0.8225670550893306,0.9709505944546686,0.6225736582562718,0.3483769361983968,1.0,0.6,0.6
18.83730162581597,0.12249198675130289,-6.501312933981263,0.6000834385699965,1.422004483497889,1.1007550943681301,0.321249389129759,0.9580420222262995,0.8705595942815911,0.0874824279447084,0.76,0.14,0.38
9.87439993030322,0.09157487582462692,-7.223035344738363,0.30492454256041973,1.649135332149997,0.4557415488668804,1.1933937832831167,0.9709505944546686,0.0,0.9709505944546686,0.84,0.6,0.6
19.677125177860436,0.15945051168401458,-5.618294421274798,0.20089918201549561,3.7783134425778524,2.611732594800824,1.1665808477770283,0.0,0.0,0.0,1.0,0.0,0.0
20.819352500331643,0.11490270997140041,-6.4281621031089,1.0,0.4225426691977454,0.2781847376953287,0.14435793150241671,0.32744491915447616,0.2381847376953287,0.08926018145914746,0.98,0.96,0.94
