npe,lnpe,top2disparity,entropy
3.0449905210247996,0.2113186800744648,2.910785092045337,3.107601311512056
3.3976869949251998,0.21393654240469923,2.559568827886617,2.4732696895151083
3.8283670864,0.2956526100464719,2.281973119998983,3.479079570624174
5.080414526859999,0.31132134125464095,2.54041312024423,3.187601311512056
7.270021640483199,0.39973053115107604,2.6379857577089196,3.8801799226757376
4.1899213619586,0.20025877338779394,3.4418037092854084,2.4275019499768535
3.5675348767579997,0.2360195457567457,2.927788066491685,2.8586885704510965
5.509004357946,0.4361435939843523,1.882515929984179,3.3950849518197788
5.5198402132440005,0.3253758894921733,2.613877645949003,2.77701481125244
4.46311967938,0.28920523018751537,2.57066840245121,3.2888840705376348
0.16317866752000001,0.027196444586666667,5.313065815413333,1.106313713864835
0.21430244328000003,0.035717073880000005,5.20364930612,0.48217919020227284
0.1620093196,0.027001553266666665,5.351970636733333,0.6395563653739031
0.17301490390440002,0.01730149039044,6.09315779560956,1.225235779471061
0.3260017264692,0.04657167520988571,5.983262524790114,0.7195563653739032
0.16450513167999997,0.02741752194666667,4.914895768053333,2.191737433422466
0.15762571036,0.02627095172666667,5.066148914939999,1.514185957637955
0.257052056926,0.036721722417999994,6.024808646153429,1.6815419333359276
0.18020681348,0.03003446891333334,5.05317539442,2.145451399311646
1.327512238414,0.16026468212266667,3.545437638052772,1.3354312795575998
0.7482217137157401,0.06235180947631167,7.2737928781903545,0.0
0.27402960777069996,0.021079200597746157,8.167765728633023,0.0
0.31790983428076,0.02649248619006333,8.54046872214327,0.0
0.56055356899212,0.04392451886827078,8.129685988503525,0.0
0.49042789131542,0.04086899094295166,7.987028672223715,0.0
0.6129601232542001,0.047150778711861546,7.9724548265189075,0.0
0.66463821152746,0.05538651762728834,7.996253236206046,0.0
0.6247170724576598,0.0367480630857447,7.997189858914257,0.0
0.47276044027638003,0.039396703356365005,8.224532544310302,0.0
0.5294762491022,0.04072894223863077,8.317923459607524,0.0
1.2314706675799998,0.10334719845922077,4.017561936086234,2.337156314358455
1.24319023543,0.12390149620595961,4.092035351248585,2.097906570104942
1.15222646568,0.11622106786133335,3.3280694805164446,1.4984545358221244
2.057781884364,0.15282355879284848,4.1217555244798785,1.6796275363413569
0.8373049771220001,0.07240895831758276,4.548061660633467,1.9982975702780197
1.05095241214,0.09554112837636364,4.362776976350909,1.0971245697587872
0.9380550791960001,0.09270661067680809,4.2041186873635965,1.106313713864835
0.8200024447200001,0.07454567679272726,4.747512545934546,1.4269608142719163
0.9289146105220002,0.10321273450244446,3.8265718714975554,1.6793308322365363
0.22353075301,0.018627562750833333,7.087473252249167,2.2136606896881856
1.9007024302372,0.19562985647762093,4.6913909056132885,0.48217919020227284
3.3754104592567993,0.22608467005447377,4.35844116803577,1.6348509171908068
2.4638097862602004,0.18719167620973826,4.854155979405647,2.532096688995876
2.2531997321382002,0.220833992841667,4.678882916667424,0.7219280948873623
1.8143655631139999,0.16185214221806662,5.176495987781934,2.7385528535787333
1.4782744270268,0.13516227591722396,5.270488290976715,2.1819011889093374
3.0557195466085996,0.2375350186478488,4.312757625926394,2.4671251585103025
2.5320043270998003,0.22178728890351668,4.311401035975271,2.968884070537636
2.4301114656224003,0.2094197214021591,4.6503276618394,2.9034651896016466
2.6882483909324,0.18604121991641,4.49463508298359,0.24229218908241482
0.43193168174167995,0.04934623710256285,7.426980997183152,0.0
1.2557588712345198,0.12487947390589427,5.825812674665533,0.39124356362925566
0.3681780832492,0.05480703095460001,5.456497489045399,0.0
0.376800208522,0.05657886292580953,5.575771493264667,0.24229218908241482
0.7918402940699999,0.1170046992942857,6.156370190705714,0.0
1.1871219353280003,0.14243951455086828,5.0980876325761155,0.8743095546405661
0.5307393784066,0.07895134102095239,6.281838351359999,1.3705644329032338
0.2548804119512,0.0364114874216,7.1365879725784,0.24229218908241482
0.20134684774237996,0.025603816681769996,7.594910379032515,0.0
0.724154211702,0.11528261785080951,5.1937239049587145,0.0
3.9287064459479994,0.23727069169675713,3.4573057756127668,1.9327229249500353
0.31070844789846,0.02390064983834308,7.326332740930887,0.0
3.1897307848999996,0.23377242543914836,2.5772343808429032,1.1063137138648347
0.30199414206746,0.025166178505621667,7.733369081494378,1.893660689688186
4.08946691462,0.24674504893720872,3.019539444441784,0.6395563653739031
1.905160393717,0.18759670903472636,4.5312129729819395,0.0
1.9540651365837403,0.1563965856837662,5.700964416113456,0.39124356362925566
0.354296418687498,0.029524701557291498,7.883442256776041,0.6395563653739031
1.0707409948692,0.07840700013580952,4.8224444126151065,0.0
0.30538229591173005,0.016965683106207226,7.661787439116014,1.1974776241409462
0.224535757033,0.012474208724055554,7.116896554609278,0.7219280948873623
1.1005167407544,0.05416364715378016,6.456594114862094,0.988180837004676
0.1716721611254,0.0107295100703375,7.400833042429663,2.054693951646702
0.14779819027390004,0.009237386892118752,7.7426516793578815,1.8422921890824147
1.4312689015867999,0.08417792957631384,4.605673607839071,0.0
0.18043870523100003,0.011277419076937502,7.995354660923061,0.7950402793845223
0.7719289975252,0.04547608632217619,6.879494615582587,1.8415419333359275
0.2537218317098,0.016010613038446666,7.44457470387822,1.3354312795575998
0.1545026245866,0.0096564140366625,7.719796907213339,1.0954312795575998
0.1846267142876,0.010257039682644445,7.558145959206245,1.371314688649721
0.5958417521770001,0.06620463913077779,6.803296373313667,0.0
0.6430019191948,0.07144465768831113,6.8667872880894665,0.0
0.5415265290048001,0.060169614333866674,6.930258794999466,0.24229218908241482
0.42503529360799996,0.047226143734222216,6.811653931821333,0.0
1.0476816045492,0.10415321081113334,5.688531985061883,0.8663137138648347
0.8569400698167999,0.09521556331297777,6.091191590464801,0.9709505944546686
0.8075189618168,0.08972432909075555,5.96260761535369,1.1829661954675212
0.262838403682,0.02920426707577778,7.121554637368666,0.0
0.7869665860336,0.08744073178151111,5.940604293551822,0.9709505944546686
0.25528216796899994,0.028364685329888888,7.075452559114555,0.0
0.5037898774742,0.04579907977038182,7.6329483420478015,1.6348509171908068
0.4029042245245999,0.036627656774963636,7.673671285043218,2.0317374334224665
0.5181214405731,0.05181214405731001,7.51265883834269,1.4815101887362598
0.52213053317326,0.040163887167173846,7.8824036189866735,1.5690255736436505
0.6400055227782,0.058182320252563625,7.4890719757474375,1.6753362134321412
0.431080509327,0.039189137211545454,7.923559021697545,1.9322381921018905
0.401198601793,0.036472600163,7.669511363473363,1.6605332770550816
0.49179859281120003,0.044708962982836366,7.720892091926254,1.9086345734705732
0.5393991237971999,0.049036283981563636,7.893075146563892,1.9132696895151087
0.37316609615970003,0.02921441243881026,7.442439814612472,1.7739119513005472
2.6856435984999996,0.25914784449391026,3.019432586749679,3.043215692534584
1.7582331522880001,0.15189405674051515,3.325056948198879,0.4021791902022728
0.38926692975000005,0.02595112865,7.37184631135,0.0
0.3501882840692,0.023345885604613332,7.704901114395386,0.0
2.0706204284800003,0.17716765202233767,3.1840370174581816,1.60273953953283
2.6866653667455997,0.1973347256151801,3.160908290553651,0.0
0.9239273003498001,0.09316418003713818,4.144328376814377,1.7047668562193676
1.6177789476757998,0.10582879050178258,6.085032237395653,0.0
1.1259647265,0.12530622984801948,3.5511632727493825,2.228634573470573
0.8423881365251997,0.056159209101679985,7.323264976364987,0.0
2.9542089794412005,0.22313728075008954,3.65272357886055,1.727351814444994
3.3072258363360008,0.25479476978737947,3.501618044130569,2.4177968115985955
2.326507752196,0.17725401993425638,3.6282295933477946,2.3071251585103023
1.8234229535295998,0.15210982127033845,4.448514420685706,2.058688570451097
2.1851794315378,0.20408791306480695,4.095743457144982,1.2252357794710609
1.5491152825649999,0.13306728907617343,4.007568389219452,1.3421389558735095
1.306074244138,0.10229230352476923,4.216610805577795,2.5273518144449936
1.719878558518,0.12574373841587108,5.104858663585594,2.0156468993981846
4.730639614776,0.20149464033724884,3.641260091237412,2.9648894517332405
1.478224676784,0.13092607138683116,3.808333980717065,1.2098003386604828
1.0435397459720002,0.09554427529775295,4.420081918623815,1.7363918270255536
0.44395317384000005,0.077074120246,4.383643003087333,1.573660689688186
0.8255272142799999,0.12720279795561906,3.8278379329967622,1.8136606896881862
0.6849217619599999,0.136984352392,3.822247695608,0.48217919020227284
1.1114093580020001,0.13324360015415238,4.142031021274419,1.2494602799216177
1.1503526670400002,0.14763458983535716,3.2362225608075,1.5143029514736248
1.14318101144,0.13796982107547254,3.9343783501714142,0.988180837004676
0.6967637399800001,0.13479146478733334,3.788787366546,0.0
0.9733241197999998,0.15486027427083332,3.7219875872958332,1.6027395395328303
1.11854968984,0.17451595597619046,3.2327364783095236,0.24229218908241482
