npe,lnpe,top2disparity,ensembled_answer_total_uncertainty,ensembled_answer_aleatoric_uncertainty,ensembled_answer_epistemic_uncertainty,ensembled_correctness_total_uncertainty,ensembled_correctness_aleatoric_uncertainty,ensembled_correctness_epistemic_uncertainty
2.6760663351555998,0.20395687154425474,-4.2618824217414595,2.8291649316252463,1.9323402299987655,0.8968247016264808,0.017166804237380713,0.013444308951661372,0.0037224952857193416
2.6973210684714797,0.08374376069321741,-7.123872162257539,0.2711693128779093,0.17326274277296694,0.09790657010494236,0.0,0.0,0.0
0.7145878723994399,0.04466174202496499,-5.286141896725035,0.0,0.0,0.0,0.0,0.0,0.0
0.9288176266761001,0.05805110166725626,-5.034123347082743,0.0,0.0,0.0,0.0,0.0,0.0
0.7971404844800001,0.04940750474219331,-5.7683471272195295,0.8663137138648347,0.14438561897747246,0.7219280948873622,0.0,0.0,0.0
0.8366465935635199,0.04403403124018527,-5.870638050865078,0.0,0.0,0.0,0.0,0.0,0.0
0.7053056097804601,0.03712134788318211,-6.17725671316945,0.0,0.0,0.0,0.0,0.0,0.0
3.7504316091142798,0.11199944133313941,-6.608706978389549,2.5635517667593457,1.8081928609149525,0.7553589058443932,0.0,0.0,0.0
2.7811566729499004,0.1973435539296426,-4.408456788391786,0.954309554640566,0.46438561897747244,0.48992393566309356,0.0,0.0,0.0
3.9258066234939997,0.26172044156626667,-3.4195026451004,1.0971245697587872,0.1941901188909337,0.9029344508678535,0.0,0.0,0.0
1.8168269414732001,0.13509251559332383,-4.2354947548828665,2.2539119513005472,1.0771514757368124,1.1767604755637349,0.0,0.0,0.0
5.7688197419324,0.2980213961067173,-3.110603924327456,2.1013152774012362,0.93276585675934,1.1685494206418963,0.0,0.0,0.0
4.8647958586568,0.28982045679747614,-3.3892871336665045,2.6343029514736247,1.1375424759098895,1.4967604755637351,0.0,0.0,0.0
2.6865312814769204,0.08448546538600221,-7.003232390388557,1.5380521094373931,0.9813311854874452,0.5567209239499479,0.0,0.0,0.0
2.2304304123226,0.12439394239364435,-4.233290327726656,0.0,0.0,0.0,0.0,0.0,0.0
2.1540881884316,0.1340766619232346,-4.562896450106841,0.6395563653739029,0.41857573786840624,0.22098062750549669,0.0,0.0,0.0
2.457515079601,0.15709462700262783,-4.085887507997372,0.996118213778296,0.41857573786840624,0.5775424759098897,0.0,0.0,0.0
3.8630187110357994,0.25253858838036713,-3.3574123638111915,1.1238561897747248,0.33857573786840617,0.7852804519063186,0.0,0.0,0.0
4.066526546999801,0.23892936390485459,-3.707322245519122,2.1471251585103026,0.5629613568458787,1.584163801664424,0.0,0.0,0.0
3.6817603257862195,0.11309901313454558,-6.39033383721962,2.935555546670651,2.440755971089607,0.4947995755810437,0.06722154475830686,0.048458437816482965,0.01876310694182389
1.04782232762668,0.0783173187517208,-5.040894130458805,2.4244984515601633,0.9629613568458787,1.4615370947142847,0.0,0.0,0.0
1.2635187647266999,0.0913715495749823,-5.097334057506357,2.0743029514736246,0.8829613568458786,1.1913415946277461,0.0,0.0,0.0
2.70570210242896,0.1339747098590237,-4.9789667179944335,2.188493070364559,1.3775424759098898,0.8109505944546691,0.0,0.0,0.0
2.0004371503688,0.1584121163245812,-4.299163161736024,2.92307418942857,1.4917325948008235,1.4313415946277463,0.24229218908241482,0.14438561897747246,0.09790657010494236
1.1532506310661998,0.09552787296269431,-5.119155964025942,2.5934111926211227,1.3473469758233512,1.2460642167977716,0.0,0.0,0.0
3.5136879415072606,0.12256133617067075,-6.657454253076494,2.353372414248529,1.7810421441493147,0.5723302700992143,0.0,0.0,0.0
1.82057026581646,0.0970222231893976,-5.031457303714425,0.24229218908241482,0.14438561897747246,0.09790657010494236,0.0,0.0,0.0
2.3969480671148,0.17451325734247533,-4.268129076126323,2.757405811425518,0.9473469758233509,1.8100588356021672,0.0,0.0,0.0
1.6932367003099997,0.13479383587579544,-4.439985915874205,2.2890255736436504,0.8029613568458785,1.486064216797772,0.0,0.0,0.0
3.0036496288150802,0.20591321056452946,-3.927124450642542,1.7771563143584552,0.33857573786840617,1.438580576490049,0.0,0.0,0.0
1.8356911792136004,0.13187830737107134,-4.2606533776592315,1.8393308322365363,0.5785757378684062,1.26075509436813,0.0,0.0,0.0
1.6931148947203396,0.14507777310536166,-4.074861855489877,4.656428747782248,2.902215298483089,1.7542134492991588,1.0,0.022544143401984584,0.9774558565980154
2.2920468427824394,0.08994199284503543,-7.37121604091634,3.136124368173143,3.338069747901534,-0.20194537972839077,1.0,0.006866721694952285,0.9931332783050477
2.8945538026374003,0.2062705516594318,-4.1982897288479215,2.1180125642723593,2.901587026098691,-0.7835744618263316,1.0,0.013444308951661372,0.9865556910483386
2.3955812677198,0.08555647384713572,-6.246642963652864,0.9533257509161915,2.3993873424760914,-1.4460615915599,1.0,0.0,1.0
0.7426336625772001,0.06751215114338181,-6.762890010674799,0.6142770911323033,1.7619280948873624,-1.1476510037550591,1.0,0.0,1.0
0.7058290124608,0.06416627386007273,-6.759208147958108,0.5187476379035405,1.4615370947142847,-0.9427894568107442,1.0,0.0,1.0
0.6802517285944,0.061841066235854544,-6.754314421036872,0.6845594998122378,1.921928094887362,-1.2373685950751243,1.0,0.0,1.0
0.7179626745851999,0.06526933405320001,-6.6787642604922555,0.5892770911323033,1.4313415946277463,-0.842064503495443,1.0,0.0,1.0
0.7359999914946,0.06690909013587272,-6.636298768045944,0.5987131849093467,1.7317325948008235,-1.1330194098914768,1.0,0.0,1.0
3.60829247477088,0.07540323123976592,-6.934755499401726,1.1581106911217027,2.286796391740304,-1.1286857006186013,1.0,0.048458437816482965,0.951541562183517
3.8422885537913,0.15874617627462997,-5.633101217829643,0.6595594998122378,1.2713415946277462,-0.6117820948155084,1.0,0.0,1.0
0.8738205047876999,0.07943822770797274,-6.536440214110209,0.718907020396497,1.8917325948008235,-1.1728255744043263,1.0,0.14438561897747246,0.8556143810225275
0.9611452588858,0.0873768417168909,-6.653568533737655,0.4574105725474741,1.2713415946277462,-0.8139310220802721,1.0,0.0,1.0
0.7275019205291,0.06613653822991819,-6.467975250860991,0.6487131849093467,1.5717325948008234,-0.9230194098914767,1.0,0.0,1.0
1.0225325315162,0.09295750286510908,-6.742885819862164,0.5187476379035405,1.3513415946277463,-0.8325939567242058,1.0,0.0,1.0
1.9866200890098995,0.06828733317475141,-7.225456961410963,1.0033257509161917,2.8026949193710307,-1.799369168454839,1.0,0.0,1.0
2.8532700452718,0.2034837717156215,-4.519101370928261,0.7095594998122379,1.1571514757368122,-0.44759197592457434,1.0,0.0,1.0
1.6471063077302002,0.11506288754092012,-5.922459126874665,0.7795914325499138,1.8917325948008235,-1.1121411622509096,1.0,0.0,1.0
2.0094558128024,0.14676999176784428,-5.692178397444277,0.6939955935892812,1.1073469758233512,-0.41335138223407,1.0,0.0,1.0
1.2651241764171002,0.09940752348735,-6.256709013103559,0.6237131849093467,1.4117325948008235,-0.7880194098914768,1.0,0.0,1.0
1.377400220174,0.10741235921354546,-6.082384085445545,0.7545914325499138,1.7317325948008235,-0.9771411622509097,1.0,0.0,1.0
2.6336304629543994,0.0972337303539639,-5.9918020725730194,0.9533257509161916,2.4686275187325197,-1.515301767816328,1.0,0.0,1.0
0.7404806415406001,0.06731642195823637,-6.728534799859946,0.6237131849093467,1.5415370947142848,-0.9178239098049381,1.0,0.0,1.0
1.0961259104936,0.08924006848663897,-5.945753444500374,0.6237131849093467,1.6517325948008235,-1.0280194098914768,1.0,0.0,1.0
1.2500412094870001,0.08811889395272057,-6.0432634149468,0.6487131849093467,1.2975424759098897,-0.648829291000543,1.0,0.0,1.0
0.6530765372016,0.05937059429105455,-6.724232429345309,0.6237131849093467,1.6215370947142849,-0.9978239098049382,1.0,0.0,1.0
1.062829698015,0.08698339662035846,-6.29186831143159,0.5531837316805839,1.6019280948873622,-1.0487443632067783,1.0,0.0,1.0
3.7207400318197204,0.13739139696722394,-6.03737167788587,1.2512845392073215,2.6283699992030756,-1.377085459995754,1.0,0.0,1.0
1.9792232737955597,0.10687361906176354,-5.576350828627531,0.6439955935892813,0.768771237954945,-0.12477564436566368,1.0,0.0,1.0
1.7214743566147195,0.149234565208136,-4.76057598924641,0.7545914325499138,1.61754247590989,-0.8629510433599762,1.0,0.0,1.0
1.756508939571,0.15613879743772274,-5.089128259157732,0.8088054550605168,1.7619280948873624,-0.9531226398268455,1.0,0.0,1.0
2.0179636092208,0.11661323547224005,-5.222740455842832,0.5737131849093466,0.8829613568458786,-0.309248171936532,1.0,0.0,1.0
1.3214709372938,0.12013372157216365,-5.163278908791473,0.6237131849093467,1.7317325948008235,-1.1080194098914768,1.0,0.0,1.0
2.3425826111034,0.18087765759955893,-4.012180944614728,1.9364373600874796,2.8037319538968726,-0.867294593809393,1.0,0.013444308951661372,0.9865556910483386
4.944638356667499,0.15105080820368297,-5.812162382915922,1.0033257509161917,2.437332532526436,-1.4340067816102442,1.0,0.0,1.0
1.2532757397068002,0.10957778059493335,-5.999502101223248,0.5987131849093467,1.4117325948008235,-0.8130194098914768,1.0,0.0,1.0
1.2794627385371,0.10414257261922474,-6.098892760613099,0.4574105725474741,1.5415370947142848,-1.0841265221668106,1.0,0.0,1.0
1.6144276087978,0.11451339687049092,-5.721527610593624,0.7095594998122379,1.6713415946277461,-0.9617820948155082,1.0,0.0,1.0
1.1278340955822,0.09576617162910629,-5.925122387531733,0.7390275263269571,1.841928094887362,-1.102900568560405,1.0,0.0,1.0
0.8157593223000001,0.07415993839090909,-6.617227870699999,0.4824105725474741,1.6819280948873618,-1.1995175223398877,1.0,0.0,1.0
3.1855132949469995,0.12522615141222243,-5.492648517161427,0.8743693612834734,2.4583538186113656,-1.583984457327892,1.0,0.048458437816482965,0.951541562183517
0.810284401835,0.07366221834863637,-6.401959896196819,0.5781837316805838,1.7619280948873624,-1.1837443632067786,1.0,0.0,1.0
0.8158209405182,0.07416554004710908,-6.106307619952891,0.6487131849093467,1.6517325948008235,-1.0030194098914769,1.0,0.14438561897747246,0.8556143810225275
0.7901719679278,0.07183381526616364,-6.351094457461109,0.5281837316805837,1.7317325948008235,-1.2035488631202398,1.0,0.0,1.0
0.7750403981762,0.07045821801601818,-6.339182674711253,0.7095594998122379,1.8117325948008236,-1.1021730949885857,1.0,0.0,1.0
1.1721931232982001,0.09699732294141038,-5.870319362643005,0.5781837316805838,1.6215370947142849,-1.043353363033701,1.0,0.0,1.0
2.0398913325709005,0.081595653302836,-6.789779671257165,1.3193181530246996,2.8965210180767014,-1.5772028650520018,1.0,0.0,1.0
1.2154483696470002,0.11049530633154547,-5.921071656577546,0.6595594998122378,1.621537094714285,-0.9619775949020473,1.0,0.0,1.0
2.0645220402608997,0.1427532213354856,-5.56518181371502,0.8243693612834734,1.701537094714285,-0.8771677334308116,1.0,0.0,1.0
1.1976470814996,0.10887700740905455,-6.028835859863672,0.6845594998122378,1.7317325948008235,-1.0471730949885858,1.0,0.0,1.0
2.7616433876994,0.20895023523632378,-4.164925643246144,0.78993326750643,1.7619280948873624,-0.9719948273809323,1.0,0.0,1.0
