npe,lnpe,top2disparity,ensembled_answer_total_uncertainty,ensembled_answer_aleatoric_uncertainty,ensembled_answer_epistemic_uncertainty,ensembled_correctness_total_uncertainty,ensembled_correctness_aleatoric_uncertainty,ensembled_correctness_epistemic_uncertainty
0.7145878723994399,0.04466174202496499,-5.286141896725035,0.0,0.0,0.0,0.0,0.0,0.0
0.9288176266761001,0.05805110166725626,-5.034123347082743,0.0,0.0,0.0,0.0,0.0,0.0
0.7971404844800001,0.04940750474219331,-5.7683471272195295,0.8663137138648347,0.14438561897747246,0.7219280948873622,0.0,0.0,0.0
0.8366465935635199,0.04403403124018527,-5.870638050865078,0.0,0.0,0.0,0.0,0.0,0.0
0.7053056097804601,0.03712134788318211,-6.17725671316945,0.0,0.0,0.0,0.0,0.0,0.0
2.7811566729499004,0.1973435539296426,-4.408456788391786,0.954309554640566,0.46438561897747244,0.48992393566309356,0.0,0.0,0.0
3.9258066234939997,0.26172044156626667,-3.4195026451004,1.0971245697587872,0.1941901188909337,0.9029344508678535,0.0,0.0,0.0
1.8168269414732001,0.13509251559332383,-4.2354947548828665,2.2539119513005472,1.0771514757368124,1.1767604755637349,0.0,0.0,0.0
5.7688197419324,0.2980213961067173,-3.110603924327456,2.1013152774012362,0.93276585675934,1.1685494206418963,0.0,0.0,0.0
4.8647958586568,0.28982045679747614,-3.3892871336665045,2.6343029514736247,1.1375424759098895,1.4967604755637351,0.0,0.0,0.0
2.2304304123226,0.12439394239364435,-4.233290327726656,0.0,0.0,0.0,0.0,0.0,0.0
2.1540881884316,0.1340766619232346,-4.562896450106841,0.6395563653739029,0.41857573786840624,0.22098062750549669,0.0,0.0,0.0
2.457515079601,0.15709462700262783,-4.085887507997372,0.996118213778296,0.41857573786840624,0.5775424759098897,0.0,0.0,0.0
3.8630187110357994,0.25253858838036713,-3.3574123638111915,1.1238561897747248,0.33857573786840617,0.7852804519063186,0.0,0.0,0.0
4.066526546999801,0.23892936390485459,-3.707322245519122,2.1471251585103026,0.5629613568458787,1.584163801664424,0.0,0.0,0.0
1.04782232762668,0.0783173187517208,-5.040894130458805,2.4244984515601633,0.9629613568458787,1.4615370947142847,0.0,0.0,0.0
1.2635187647266999,0.0913715495749823,-5.097334057506357,2.0743029514736246,0.8829613568458786,1.1913415946277461,0.0,0.0,0.0
2.70570210242896,0.1339747098590237,-4.9789667179944335,2.188493070364559,1.3775424759098898,0.8109505944546691,0.0,0.0,0.0
2.0004371503688,0.1584121163245812,-4.299163161736024,2.92307418942857,1.4917325948008235,1.4313415946277463,0.24229218908241482,0.14438561897747246,0.09790657010494236
1.1532506310661998,0.09552787296269431,-5.119155964025942,2.5934111926211227,1.3473469758233512,1.2460642167977716,0.0,0.0,0.0
1.82057026581646,0.0970222231893976,-5.031457303714425,0.24229218908241482,0.14438561897747246,0.09790657010494236,0.0,0.0,0.0
2.3969480671148,0.17451325734247533,-4.268129076126323,2.757405811425518,0.9473469758233509,1.8100588356021672,0.0,0.0,0.0
1.6932367003099997,0.13479383587579544,-4.439985915874205,2.2890255736436504,0.8029613568458785,1.486064216797772,0.0,0.0,0.0
3.0036496288150802,0.20591321056452946,-3.927124450642542,1.7771563143584552,0.33857573786840617,1.438580576490049,0.0,0.0,0.0
1.8356911792136004,0.13187830737107134,-4.2606533776592315,1.8393308322365363,0.5785757378684062,1.26075509436813,0.0,0.0,0.0
2.8945538026374003,0.2062705516594318,-4.1982897288479215,2.1180125642723593,2.901587026098691,-0.7835744618263316,1.0,0.013444308951661372,0.9865556910483386
2.3425826111034,0.18087765759955893,-4.012180944614728,1.9364373600874796,2.8037319538968726,-0.867294593809393,1.0,0.013444308951661372,0.9865556910483386
2.3684258569411005,0.14298700643549606,-4.683378900456144,1.9070022799782378,2.733166727215173,-0.8261644472369354,1.0,0.0,1.0
2.4336260303137,0.1533270207785794,-4.595855435738627,2.141965172457688,2.9176702871600866,-0.7757051147023986,1.0,0.0,1.0
2.7217752019550003,0.18239916596638753,-4.102159529747898,2.1633742802500815,2.748068289813549,-0.5846940095634676,1.0,0.0,1.0
2.7030911655808,0.22323287912888556,-3.314436959594191,2.2557569393805332,3.3367933151498463,-1.081036375769313,1.0,0.09901705800146073,0.9009829419985392
3.7307074416538,0.27138777386273627,-3.0659763379417506,2.5116284223055327,3.1584419240570414,-0.6468135017515086,1.0,0.08557274904979935,0.9144272509502006
2.311896596824,0.1950939872366,-3.558258500630066,2.7783164327383747,3.527958979250788,-0.7496425465124132,1.0,0.1366633765758489,0.8633366234241511
3.143016641603,0.23642477054431246,-3.172180635830687,2.4622747596867556,3.3609490708851126,-0.8986743111983571,1.0,0.06978341986999684,0.9302165801300032
2.4190460946768004,0.22035366715790775,-3.247841059580554,2.3426773035058757,3.4550741383756103,-1.1123968348697346,1.0,0.06400292913663912,0.9359970708633609
3.68237083738,0.33618139359166666,-2.2980446335800506,1.5373054484070736,2.374467663518234,-0.8371622151111602,1.0,0.0,1.0
3.0821439676519997,0.23530277129842864,-3.159861832511095,1.216578397878978,2.1070014336389695,-0.8904230357599916,1.0,0.0,1.0
3.45447541085,0.27971621284690473,-2.6471317495340476,1.310302946416638,2.2561000238398172,-0.9457970774231792,1.0,0.0,1.0
