npe,lnpe,top2disparity,answer_entropy,correctness_entropy,correct_ratio
5.095087216882601,0.2578551262530401,-3.3743362552230103,4.401630651745514,0.5855359729115419,0.14049586776859505
3.0449905210247996,0.2113186800744648,-2.910785092045337,3.107601311512056,0.5293608652873644,0.12
3.05488879359,0.20145950087804554,-3.4651658121879523,1.9219280948873623,0.0,0.0
1.2014039088392,0.05918155508935454,-6.578895081971252,0.9709505944546686,0.9709505944546686,0.6
4.976246538864,0.1587562673732857,-4.476382844247111,1.9219280948873623,0.0,0.0
2.5686043050099996,0.15878857507497074,-3.648514922568304,0.9709505944546686,0.0,0.0
1.9441437613700003,0.12025661899230952,-4.352589329769595,1.5219280948873621,0.0,0.0
3.3976869949251998,0.21393654240469923,-2.559568827886617,2.4732696895151083,0.6343095546405662,0.16
3.4408144620900005,0.20172136178899933,-3.6851038509799685,1.9219280948873623,0.9709505944546686,0.4
4.599079440426,0.2553570334955533,-2.923750434350336,1.5219280948873621,0.7219280948873623,0.2
3.4979335070160005,0.2161396060223158,-3.438457034145813,1.5219280948873621,0.0,0.0
2.7252341564428,0.15910634446335137,-3.6573000177999995,1.3709505944546687,0.7219280948873623,0.2
4.681873399116,0.28104675234727283,-2.708894946468462,1.3709505944546687,0.0,0.0
3.8283670864,0.2956526100464719,-2.281973119998983,3.479079570624174,0.4021791902022728,0.08
7.081093818473201,0.4082192477351493,-2.185511919367873,2.321928094887362,0.7219280948873623,0.2
2.7505437620700004,0.2126948734238278,-2.9794597391451587,2.321928094887362,0.7219280948873623,0.2
1.021387736352,0.05469310054123515,-6.897703749458765,0.9709505944546686,0.0,0.0
3.26821431128,0.18543353375038563,-3.459659487571958,1.9219280948873623,0.0,0.0
2.1241018532146,0.1430354708907001,-3.9732730873107265,2.321928094887362,0.0,0.0
5.080414526859999,0.31132134125464095,-2.54041312024423,3.187601311512056,0.7219280948873623,0.2
1.9274102003702,0.11301161278688196,-4.712208592924769,1.9219280948873623,0.0,0.0
7.997977431746001,0.35114623175209064,-2.4969287680383863,1.3709505944546687,0.9709505944546686,0.6
1.0477492188834,0.057550583072297656,-5.22274821213238,1.9219280948873623,0.7219280948873623,0.2
6.664008174044,0.35167462582645725,-2.222220847679182,2.321928094887362,0.7219280948873623,0.2
4.3144452197666,0.2929208506184158,-3.5064407946698517,0.7219280948873623,0.0,0.0
7.270021640483199,0.39973053115107604,-2.6379857577089196,3.8801799226757376,0.5916727785823275,0.14285714285714285
4.191394332648,0.29478212478055943,-2.6132873859537065,2.321928094887362,0.7219280948873623,0.2
5.072470072858001,0.2704621175167076,-3.166435573107335,2.321928094887362,0.7219280948873623,0.2
7.729108717041998,0.4170621505121942,-2.2500994886203074,2.321928094887362,0.0,0.0
8.10984371911,0.42332757820621103,-2.4611109236437114,1.9219280948873623,0.7219280948873623,0.2
2.970844370927,0.2164806058449522,-3.0748769115168173,3.7586636680621504,0.6271441658983906,0.15702479338842976
4.1899213619586,0.20025877338779394,-3.4418037092854084,2.4275019499768535,0.2761954276479391,0.047619047619047616
0.9729904131175999,0.060502193956330164,-5.101322082424622,0.9709505944546686,0.0,0.0
7.271908444305,0.2161746031350312,-3.652899780581567,0.7219280948873623,0.0,0.0
3.7973881389819986,0.21974672149666657,-3.5944120472378365,1.9219280948873623,0.7219280948873623,0.2
2.2158994351407997,0.12227407970226493,-5.500315536561804,1.9219280948873623,0.0,0.0
3.5675348767579997,0.2360195457567457,-2.927788066491685,2.8586885704510965,0.8554508105601306,0.28
4.192330986402001,0.11861571230010001,-4.038645645033233,1.3709505944546687,0.0,0.0
1.1517079168392002,0.06212619564510635,-6.239070131276617,0.0,0.0,1.0
